voter_id,card_id,card_pin,email_pin,sin,tax_10100,tax_12000,tax_12900,tax_14299,tax_15000,tax_23600,tax_24400,tax_26000,tax_31220,tax_58240
c9bd4821-f9f1-4666-a2f7-46917fca8895,OZT5U4RQQ64F,55861961,,111,295919,280269,819071,0,1395259,418577,0,1395259,0,209288
e1f7b01e-6506-4a80-9871-6291bf935264,DKOXCR6GM8BT,61147453,,837,663505,593285,90846,0,1347636,404290,0,1347636,0,202145
0e97d289-8b1e-4224-ae20-48bdedd0f03a,6EUEQTKES4MU,62351417,,875,438517,8355,936691,12872299,14255862,4276758,0,1383563,0,2138379
edad057f-b4f3-419b-9471-5ebe22fd2513,9O0BRJDU4DZE,88138384,,307,635717,793613,863391,0,2292721,687816,0,2292721,0,343908
ea1fc2cc-45b9-4149-a51b-33ffca9be35f,7VOER8MA4BBL,11906664,,377,311684,1740946,475313,0,2527943,758382,0,2527943,0,379191
8d58417c-e33d-420b-9d91-540c5aa6dc5d,22ZNW26GMSY5,78972741,,686,705012,2455198,671351,0,3831561,1149468,0,3831561,0,574734
5c260cb6-8d0c-423e-83dd-8856053aa906,IL7DSGX28E3V,60437247,,480,191638,1591169,191402,0,1974209,592262,0,1974209,0,296131
98f28450-0a27-4c6f-af69-28c2cfb91dc9,MID4UW22PCZC,11057950,,638,804453,382973,749722,0,1937148,581144,0,1937148,0,290572
a474f968-8119-4000-b4d7-05b21fb369dd,3CMDZNXJ7G4F,47452305,,836,838172,890763,841162,0,2570097,771029,257009,2570097,3000,385514
a8c3d98b-c037-4a20-8ab3-8671d52eddfc,NPX8L9KKXTT2,96954925,,370,436470,339888,899194,0,1675552,502665,0,1675552,0,251332
c04c542d-a065-404b-a412-e4aeda77e062,W7IL2EYP4VNT,28815657,,672,219519,1780164,528850,0,2528533,758559,0,2528533,0,379279
b84e1db4-0d24-4789-a976-1f481aa1d300,I1Q6S4TBOG5F,91450584,,933,703709,2449292,473449,0,3626450,1087935,0,3626450,0,543967
510a3d7d-9bdf-4d3a-be3b-0723c768eb18,FKB4JYIE4YYH,96444393,,355,653899,1077249,931484,0,2662632,798789,0,2662632,0,399394
0bca4b11-f054-4f34-8c12-f45e7b429fd0,P7F98OEW163T,57437068,,845,238886,1077031,125452,0,1441369,432410,0,1441369,0,216205
a95cf46f-1c71-433c-a935-5ec51c6a1ba1,CM20IJGU21R9,82329781,,364,734152,209842,593705,35565484,37103183,11130954,0,1537699,0,5565477
63d699ea-8c84-45fd-810c-423a58dc0364,KJBMK4D93QOK,17538500,,273,347778,2462839,97506,0,2908123,872436,0,2908123,0,436218
3bd090f2-e396-49d3-8429-247fa8d1242e,DC106TU335UE,57304827,,333,366753,455963,922285,0,1745001,523500,0,1745001,0,261750
d7321d45-7728-40a9-ad47-d0353255b565,PHROQQ0JOEUL,14849189,,262,239081,1012549,582273,0,1833903,550170,0,1833903,0,275085
e2a9be7a-6d3b-4be3-ac2f-ee3f9a79a65b,L3ODV2Y3BZ0P,94067564,,590,473573,1951257,959904,0,3384734,1015420,0,3384734,0,507710
279a0b46-0135-40e8-9591-da0e18a51b61,4VYPC1E87LOP,22379875,,543,797963,505860,112261,0,1416084,424825,0,1416084,0,212412
58663b29-7cb0-4e93-8885-b697527b398a,N0E7SR61N9VT,26125117,,574,89018,2377745,872999,0,3339762,1001928,0,3339762,0,500964
b64dc648-309b-4a3e-92b2-2a57a68c4b12,67MMCXW1X246,15807708,,769,927290,1316270,944885,0,3188445,956533,0,3188445,0,478266
ad05532c-c52a-4f68-9244-a8c314883c5a,EWCKLRXA37PH,73128007,,307,791948,1019987,620688,0,2432623,729786,243262,2432623,0,364893
a77573a0-7fc6-483f-84bd-672f6e97132d,08RVR6JHGRJ4,40324345,,122,566012,1174937,309368,0,2050317,615095,0,2050317,0,307547
5ec55652-d253-43b9-9cfc-78ba68a8bcf8,RBDB3DEWAWKR,28615370,,121,517561,938060,542516,0,1998137,599441,0,1998137,0,299720
adbd4886-7ab0-4c41-9b94-59ef7636ed59,UVDN8JLYP0AB,35707144,,885,902768,499398,557581,0,1959747,587924,0,1959747,0,293962
c1334da1-b81f-44ea-8ae9-92bc2615c213,2VO1QH4PPM7N,36683872,,667,531015,209564,144100,40570753,41455432,12436629,0,884679,0,6218314
bb14abaa-4180-4f6c-8387-1c971ab5893e,G89G5RE7403V,17571992,,381,568197,94256,264134,0,926587,277976,0,926587,0,138988
75b9356f-4102-43f8-8bca-23f257e8edcc,JZZG2Q9XUXPI,89778904,,160,210931,44150,938544,0,1193625,358087,0,1193625,0,179043
a16fa110-8f43-408a-9976-e6bdadc1f16d,5K3SF53JRWLC,99509700,,213,875860,1438175,270599,0,2584634,775390,0,2584634,3000,387695
dfb1d219-b646-4acd-8b6f-febd5643aaa7,BUZOZB62GWNV,84655419,,865,999044,254652,14445,0,1268141,380442,0,1268141,0,190221
e3aae5cc-5d4f-4b1d-bd01-230ed5a4f50e,QAIVBARK234Y,31635761,,226,235786,902434,807151,0,1945371,583611,0,1945371,0,291805
d37fb2cd-d1b2-4b91-a310-016a1ac6cae7,D3QMKG3JC83X,90809411,,297,179710,366911,853438,0,1400059,420017,0,1400059,0,210008
3e10409d-741a-4a03-9fc4-12b3e0e0638a,3G97RXK4EP1Z,13811560,,543,960906,1866017,444460,0,3271383,981414,0,3271383,0,490707
078a8656-625a-4e55-9da7-78d623fa9ac6,BAUNLO2E5A30,38981053,,748,275967,388724,170017,0,834708,250412,0,834708,0,125206
0d2a216d-2e2c-45b6-883f-12130f45e614,EHKC3P3WQC33,43486192,,436,955892,850304,949216,0,2755412,826623,0,2755412,0,413311
85199afe-f762-42b6-8bf8-a37b51803ac0,LAY337A3TR6D,16505770,,971,194054,1891516,844074,0,2929644,878893,292964,2929644,0,439446
d4c54d5a-d279-41c5-90ab-c459687cb07e,MD0W2EMRPE5R,86286935,,710,362795,1588062,803334,0,2754191,826257,0,2754191,0,413128
c8a52209-f817-45f4-8c15-ff9ca9483a8d,AV0JR527IPSC,84730040,,158,889103,439592,780010,43360631,45469336,13640800,0,2108705,0,6820400
faa93425-317b-4481-a60e-4ff618f036e8,2QRI94HFYMTV,37463881,,739,476766,2224636,608468,0,3309870,992961,0,3309870,0,496480
c806e1e2-f4ce-4a40-9517-1c1d50312cfb,UBE1I2U6N8N2,93611365,,416,677206,2203183,469186,0,3349575,1004872,0,3349575,0,502436
f5e06572-1b45-4783-960b-ade1fc9b00cf,Y5TGSIIPS6LD,46823747,,648,964120,845806,440986,0,2250912,675273,0,2250912,0,337636
ed051aa0-6e3a-4b24-83c7-a92216b9461c,GWYDPKWL95JX,73892197,,920,65219,725450,996799,0,1787468,536240,0,1787468,0,268120
31d4bd45-ec47-4183-bda4-98e797d2a9d4,RFB6ZXQFLL5V,85821853,,309,225559,598477,293171,0,1117207,335162,0,1117207,0,167581
699715aa-d004-41d9-94fb-5c5687bd3a0c,6E4W482FTY8N,14625603,,512,853193,1695787,890500,0,3439480,1031844,0,3439480,0,515922
08c2b3d4-a9c9-4ef4-871e-6118ab8f8344,25S34FJ5DAAQ,88751146,,768,164124,1606489,1086,0,1771699,531509,0,1771699,0,265754
e1c9807f-a10d-443a-bc5b-35c44c4e3a72,11A59V9071NR,28379179,,790,403833,2240905,791904,0,3436642,1030992,0,3436642,0,515496
c38481bb-02ec-4bf9-bb04-eb4740e3cc40,92HUMCXU90NQ,18900945,,814,17318,631538,761428,0,1410284,423085,0,1410284,0,211542
2ca17652-d49b-4da1-9c25-f273ea52f4d8,H947COZFKPH2,46154218,,197,66911,323938,814361,0,1205210,361563,0,1205210,0,180781
ef6a29bb-3463-4bc8-b275-9e0f1d7439db,6P7HRCI598JA,57154946,,904,459578,537350,471771,0,1468699,440609,0,1468699,0,220304
83290a87-1f01-4fe0-8b08-c53e271158a4,YBMI1042YEG8,29765664,,364,374864,497811,296532,28508587,29677794,8903338,2967779,1169207,3000,4451669
529b9108-d6f7-452e-9540-a052f6bc2430,U4XGG75AA81X,43501261,,473,134051,46400,530895,0,711346,213403,0,711346,0,106701
656d63b7-e7f4-4116-9454-028e9b7bf0df,4LWVE46QPD9X,91705459,,908,32747,457277,824507,0,1314531,394359,0,1314531,0,197179
e33d30d4-b4cc-497f-9c2d-ed2a6cb6aec5,JVBPCVHW63O1,70781138,,423,182950,30401,326611,0,539962,161988,0,539962,0,80994
17bf8717-e847-4921-9d09-f84640edaafc,4QT317IM39YW,79549794,,302,217170,550533,732278,0,1499981,449994,0,1499981,0,224997
b9cbe619-bf84-463b-bb6e-3b5487d90fbd,FBXDWJTCYX3Y,66321519,,749,442939,1965033,129468,0,2537440,761232,0,2537440,0,380616
3d24bf2f-d63b-440d-8c3c-44a6903a6df6,5WQLY7AMKWUX,62979181,,405,14981,1515649,619248,0,2149878,644963,0,2149878,0,322481
73247fb7-b64b-488f-9dbc-5c74bb2c983c,RQPC6DGOFQLK,85141247,,328,867071,2495581,136826,0,3499478,1049843,0,3499478,0,524921
fea72340-ba86-4cd0-a970-3aed1bf77cb1,HTMC6RTFE08U,47246343,,309,508016,2327206,682753,0,3517975,1055392,0,3517975,0,527696
d6ea5ac3-65d7-4edd-92d1-1b1d9ebcf853,K1NYJJJJ73FM,17768388,,544,14579,58620,875370,0,948569,284570,0,948569,0,142285
96f79178-90af-4db7-8498-1fe60bdf67c8,J5XKKMEKUU6O,49502979,,585,716689,571398,8343,0,1296430,388929,0,1296430,0,194464
30facf6b-77f8-439a-94c1-4c49168e9eb1,MYL73LQAYUIX,83920672,,111,842438,2440485,185675,0,3468598,1040579,0,3468598,0,520289
48e2d71c-a2bc-49fe-85ff-d26eb81884d1,FC8VYBWE2QM2,60042359,,332,636998,2124179,409346,5381423,8551946,2565583,0,3170523,0,1282791
0c90501a-ddb3-4a56-aff3-d7c1f5572807,Y5FZ8U67OYIO,42038144,,423,422227,271087,283743,0,977057,293117,0,977057,0,146558
72050d3c-3255-4c20-8a51-dbfe4b5ec7c4,2QVUVNRH2IY6,38808891,,435,747856,275920,257195,0,1280971,384291,128097,1280971,0,192145
5b104365-6223-420a-bd81-7e424aeee8b8,NGX3F4QBOPVL,39731236,,740,954005,1465162,769174,0,3188341,956502,0,3188341,0,478251
4ed2476e-982b-4f5e-be4e-6da6e8640084,FSLPLQE058M9,72007504,,265,555269,1040100,423349,0,2018718,605615,0,2018718,0,302807
871593e3-c85c-41a0-aad3-6386f52415b7,3MVUAARG9RYD,77442343,,310,63418,2303031,77890,0,2444339,733301,0,2444339,0,366650
6385b3fe-9ccc-4546-b9bf-6d49f765b648,50X2FI4D023V,89714246,,495,202063,455058,377238,0,1034359,310307,0,1034359,0,155153
5a8f348d-5ba3-462c-a92c-e85dc475569a,AOH8D6KWPXH3,39386095,,143,865544,685188,572359,0,2123091,636927,0,2123091,0,318463
1401a139-ed74-4f36-b9e1-eeb192851169,DLLFAX6J8O84,58967830,,619,28197,2069265,438350,0,2535812,760743,0,2535812,0,380371
c46e5f2a-5849-4411-9fb0-cd0e05dccdbd,XZTFJFW08GXV,80072746,,859,599885,2281254,424920,0,3306059,991817,0,3306059,3000,495908
149cfd49-be93-451e-8709-ec7d248654c9,NC3W75RQFU0L,88754342,,830,444481,1461144,147362,0,2052987,615896,0,2052987,0,307948
efbcd6a3-9c26-4a4b-abe4-634800bb1c46,FLY4Y65JBTTI,25226246,,871,749950,1510396,588796,0,2849142,854742,0,2849142,0,427371
48fc6b66-6e1b-4f2e-920b-d6305cd2b4fb,JPC6QIFF7TRQ,15048741,,921,13765,781547,568817,41131077,42495206,12748561,0,1364129,0,6374280
462d9083-3107-427a-b1bb-1a4993dd390f,7P6AHGISOCW2,75023863,,168,201710,1010690,681352,0,1893752,568125,0,1893752,0,284062
559103a5-7112-4e49-8ce2-87f3dd744945,75UC5XEM0ONA,41875062,,574,510633,231602,249311,0,991546,297463,0,991546,0,148731
b4c8885d-8559-4ed8-a5cf-05999380d310,I3BL6PMUIU9A,27745995,,172,250602,304353,174915,0,729870,218961,0,729870,0,109480
bcbb32f5-f129-4ee3-a9f9-a52838a79687,UEXSS1RH95DC,13959852,,928,821927,1577943,940850,0,3340720,1002216,334072,3340720,0,501108
a1312bf9-0a31-4dd6-b001-0dbe472586dd,V7QMOFF0DT8B,57233891,,364,196892,667986,347477,0,1212355,363706,0,1212355,0,181853
58d9337d-434b-489b-8b79-df9d69fbd623,FOSUO7H9S7RT,94314572,,799,256249,202850,642906,0,1102005,330601,0,1102005,0,165300
a1c7679f-aadd-4d49-9c71-6d53f1df9fed,RGJ3BE220RJE,92533083,,161,578117,617501,296102,0,1491720,447516,0,1491720,0,223758
addfb92c-6775-419a-94b0-85e9047fed20,FQVK61ZKKCD1,93775912,,371,750011,1487309,632322,0,2869642,860892,0,2869642,0,430446
cbe76b1b-7353-4871-8768-9a28570aa4cf,T3PB6A2C08LN,90858415,,426,507997,867055,625046,0,2000098,600029,0,2000098,0,300014
2972ca84-4b9e-41da-9b97-4d82dfe4b039,GDVFR7XFU1FF,85252089,,119,877207,119699,242735,0,1239641,371892,0,1239641,0,185946
2135986d-a322-41cc-8d2b-2c31eea5887a,7UICBLAJXVJ3,20883772,,445,270148,1771655,521305,0,2563108,768932,0,2563108,0,384466
d9f9c339-b15b-45d7-aa6c-d2718bf3e62d,PSLZW8HKD0BR,23376764,,841,384816,2197791,530082,30044450,33157139,9947141,0,3112689,0,4973570
be9c71ab-54a8-41f9-b0d4-bb2a977288ef,T539ACQ1BV3T,70738147,,358,825889,780174,531928,0,2137991,641397,0,2137991,0,320698
e35fe093-9cb1-474d-84c0-4175958d0901,A8QV2L1BPGFO,82107404,,689,209652,286018,924706,0,1420376,426112,0,1420376,0,213056
611c0d73-3d5f-4b04-8254-347e6ab749dd,CI9HDM7J6AAI,37376487,,954,943,19762,856156,0,876861,263058,0,876861,0,131529
539db78f-2e1f-4fd6-bda5-a835a66b6c48,PFWG2UT9Z8V6,88431476,,594,746287,208494,325848,0,1280629,384188,0,1280629,0,192094
b559eb12-3a22-471f-9a3f-3dbf02d54b11,PSFPEMZPLLTX,73125466,,930,797538,1564775,445926,0,2808239,842471,0,2808239,0,421235
db70a13b-cee2-4cee-80a2-6bd8ed1a9d1c,2LJ4DO934SQE,84229430,,116,533231,1824310,769393,0,3126934,938080,312693,3126934,3000,469040
c4e6a7fa-6b59-4697-9974-dd2ebd37ee7f,JWGYIQ85PSX0,73304321,,622,62604,11880,174324,0,248808,74642,0,248808,0,37321
ddd547d1-e4de-4ebf-9032-5579dea9923f,PWJIQ2AYD76I,43433539,,857,423117,1641593,331787,0,2396497,718949,0,2396497,0,359474
737d429f-0158-4855-b972-b14752b1a3c5,T3I1T59X5ZNR,17326920,,152,308138,923628,471099,0,1702865,510859,0,1702865,0,255429
c5663ba4-8063-4acc-800c-a557bd5d72e1,CXDD3XCUGNMT,33980695,,984,928501,1947491,383266,0,3259258,977777,0,3259258,0,488888
8775bfcb-f03e-41aa-b4bf-41e2369da798,SYTPZKFIW5VL,33607095,,231,881501,2344743,172584,0,3398828,1019648,0,3398828,0,509824
39e9b899-8fc2-410f-9353-30044b238d04,9Y95JZJWPNFN,19051144,,751,154355,1445695,960946,44641357,47202353,14160705,0,2560996,0,7080352
0f787855-311c-4a95-9885-dc8ea24804a9,51WD7MJUUNYN,56296028,,289,901748,16182,236652,0,1154582,346374,0,1154582,0,173187
443436a2-d838-43f9-bf31-ffca1837e37b,Y89ZNBH8E0BH,88978186,,624,973355,1569921,279802,0,2823078,846923,0,2823078,0,423461
52f32d6c-f031-4a17-aa3a-13d812d85aca,AX11TXIWQNUW,62781161,,154,884651,1265089,800921,0,2950661,885198,0,2950661,0,442599
897d8db0-7ad8-44a2-8045-8801282d85d7,TMXIXZTM04MC,10788987,,541,798447,914587,262241,0,1975275,592582,0,1975275,0,296291
e7e1cf2f-b3a7-4bf8-a303-6d0c766c5273,3DPJBDNSL1ZJ,54932719,,476,533394,972169,943966,0,2449529,734858,0,2449529,0,367429
4319cf10-3681-4483-9b45-97449730bf5c,TW9KGRI52EVT,70829819,,800,550693,775131,930946,0,2256770,677031,0,2256770,0,338515
0618411c-b603-45f7-bee8-03996708d762,2XTHL4JTDDYK,24896511,,162,830376,500312,621760,0,1952448,585734,0,1952448,0,292867
200a8914-0b33-490f-ab2f-b815b0450a76,YECM1TY6FMVO,47201961,,604,75100,1434866,177281,0,1687247,506174,168724,1687247,0,253087
b874a2bd-bc7a-4cbc-beea-bf4825344ba7,5M1Q0PI236NU,16185742,,766,277130,1915917,749852,0,2942899,882869,0,2942899,0,441434
cfa75c4a-801c-46ec-9be5-2160a7b67db1,GDXNXMO47C5K,62612635,,580,990297,1418992,316054,0,2725343,817602,0,2725343,0,408801
7ed03254-3c79-4ae6-8283-e6ae64e4a327,NGWT81N2ELWG,36340434,,355,109898,2001685,127170,0,2238753,671625,0,2238753,0,335812
9a91cffd-4ca8-4ffc-946a-385863c4758b,85PZSUU3BBMV,18640499,,381,200311,2224049,948672,34339606,37712638,11313791,0,3373032,0,5656895
c024fcd5-e090-49d3-b3b9-275ab8f5c268,SJYELSE6CRID,93214675,,515,276535,182701,278107,0,737343,221202,0,737343,0,110601
fe2fbb16-a262-493e-9133-aa5cf31ef60c,IOM0M4FAQZNE,64582133,,839,324326,1961636,937746,0,3223708,967112,0,3223708,0,483556
bd8fae4b-15e4-439e-be72-d26be27640c4,20A0KS507WF8,30041041,,980,521679,590588,250881,0,1363148,408944,0,1363148,3000,204472
12f7cdf6-f3d3-4250-94dc-706611289885,OMNUI8JFDOHV,67084014,,486,190127,1019881,249519,0,1459527,437858,0,1459527,0,218929
68e4b39c-868f-4f42-a1f9-0c3f9d70f4a6,K5G4ZOVL4A24,84743642,,324,995357,1097995,7123,0,2100475,630142,0,2100475,0,315071
47e41d75-0f3c-43f2-b9cf-b9a37efba8aa,L5OCJZII8ZZH,99502037,,656,776703,2068466,853890,0,3699059,1109717,0,3699059,0,554858
40d60830-eecd-40b6-a6b4-cebdf0307e87,BH6KKC1BF11K,30298357,,800,697570,2058356,108200,0,2864126,859237,0,2864126,0,429618
dd390953-67fa-4080-9aab-4563d8ece28e,C21JYYD3ZP8G,13569334,,563,573703,865056,918249,0,2357008,707102,0,2357008,0,353551
b4a90826-2aff-4a0c-bebc-2c794b8ee5d4,1437547F8JR9,70122054,,255,253487,1606714,752974,0,2613175,783952,0,2613175,0,391976
9cdba0ea-149e-4b6b-856b-d93bea87dfbf,IP4XU3QWYT3S,77136890,,735,648134,473310,940143,0,2061587,618476,206158,2061587,0,309238
f286f3fd-05cc-4955-a594-142b8f3ff621,OQWN8I9B1QNI,17823603,,360,72827,1653236,312358,0,2038421,611526,0,2038421,0,305763
c275189e-1586-4c9a-815a-224cf837ce01,JSRGDNKGGZ55,95378932,,708,563979,99069,972938,43240711,44876697,13463009,0,1635986,0,6731504
596f7c6e-8b9f-4bc4-99c6-8220631ef3d8,J2KFRRS3EM8V,43978472,,762,866347,2126311,173539,0,3166197,949859,0,3166197,0,474929
8f28e9c4-9d90-474c-949e-6e8a80ab0161,CTEJXJSDTTBY,64151143,,455,517030,148130,208175,0,873335,262000,0,873335,0,131000
32d19f87-a4cc-4ef1-9a2a-0ed5ded0f7da,FC6R2QL2EZI5,94443578,,293,842527,2301281,584521,0,3728329,1118498,0,3728329,0,559249
ae85f759-4f39-43fa-b74f-2e6ca7b91fd7,2SN07UPSVOMA,62069933,,503,144706,2199111,203864,0,2547681,764304,0,2547681,0,382152
943694dc-8fb0-41de-8786-a7824aedd44b,8GYBO4PDPX71,18242012,,221,422338,1449925,617047,0,2489310,746793,0,2489310,0,373396
548f4933-40a5-4f3c-9b42-097f0e3039fc,ELKF0760S35B,36225976,,486,752542,1548933,981996,0,3283471,985041,0,3283471,0,492520
6589848d-f5f0-4791-b169-eb3be6c45f22,GIVPQGZNRJSQ,31319974,,111,109131,2384012,287893,0,2781036,834310,0,2781036,0,417155
17169471-90ce-4d84-9f60-3441b5605961,A4DGOEK6FC39,13378748,,189,752129,1848417,223259,0,2823805,847141,0,2823805,0,423570
511f3198-7a06-4f70-9bf6-0631d2d132f1,YI77NT9PI6ET,33133069,,123,129601,122072,142705,0,394378,118313,0,394378,0,59156
4e45f25a-1d1a-414b-9d84-5649852debf1,BIPMXTN23744,32218082,,673,298140,2087604,262059,0,2647803,794340,0,2647803,0,397170
07fdf62c-eb97-47fb-a507-2ce687f080a4,C8F9S1DVJ23H,69875265,,708,956407,627074,400040,0,1983521,595056,0,1983521,0,297528
c33c2a11-6c13-4972-8113-035493905c26,I42ZZATCTKZ8,82110962,,762,532006,1115013,179929,19064244,20891192,6267357,2089119,1826948,3000,3133678
95bc428c-3b59-461f-a90f-2426f8565bfc,FPFSV6AME3JX,85320682,,233,835337,1113970,146728,0,2096035,628810,0,2096035,0,314405
40feff42-c783-4d10-b7fe-3efffdb80b9f,ID3R4NGQJOMK,15554475,,100,576819,763296,106556,0,1446671,434001,0,1446671,0,217000
918bedba-063c-436d-9079-ea2f68bc5f7c,I10RA3E2O5DN,95001335,,483,266281,1045817,520028,0,1832126,549637,0,1832126,0,274818
1f7753f0-cb17-42ca-bfe2-40829c247e72,8M4BT2MFK0YV,54749075,,839,450176,651710,69227,0,1171113,351333,0,1171113,0,175666
78a85cfd-67de-4d24-a717-c8a96b0f118f,6AVLK9KH7DEI,72602969,,950,484605,1884178,680446,0,3049229,914768,0,3049229,0,457384
c7f51e8c-d953-40b9-86fe-ba4d7b620cb9,K7TT4BOZM9ZV,13986087,,592,527939,1884183,785972,0,3198094,959428,0,3198094,0,479714
1c7a69f7-c0f5-4eef-a370-44bcc60a7615,CY5LC2927V4R,18383583,,407,337762,407576,867148,0,1612486,483745,0,1612486,0,241872
c5b949b2-63ea-46a4-a650-8c490ece6439,0OYLG3MJ9ETD,38422834,,540,672829,1597413,554097,0,2824339,847301,0,2824339,0,423650
902d42de-c74e-4ad5-b240-f80f8cfa33a0,A43I7MBJDKOC,68848022,,643,30171,1961284,60437,0,2051892,615567,0,2051892,0,307783
cad9abce-a853-4868-ab9a-11051768389a,UJ8KXE58FE32,57718937,,818,648799,1680520,292045,0,2621364,786409,0,2621364,0,393204
d1d339a1-0df4-46c0-ab8f-564954ecab9e,WHSDW4RHCMNB,98853107,,984,464035,350667,958632,0,1773334,532000,0,1773334,0,266000
