voter_id,riding_id,first_name,middle_name,last_name,birth_date,gender,street_number,street_name,unit_number,city,province_id,post_code,email_address,phone_number,vote_cast
0e97d289-8b1e-4224-ae20-48bdedd0f03a,35041,Poppy,Price,Sanchez,2001-10-10,2,941,Stanley Road,0,Sudbury,9,D0F 2L5,xzerusp4e8e8qxmg@skdprojects.net,211-501-6643,false
edad057f-b4f3-419b-9471-5ebe22fd2513,48003,Fraser,,Flores,1975-03-10,1,6925,Chow Mein Lane,,Halton Hills,3,F3Y 0Y8,jgn3ccgkexbjzdgn@skdprojects.net,532-690-0627,false
ea1fc2cc-45b9-4149-a51b-33ffca9be35f,48007,Daisy,,Butler,1973-03-09,2,1606,School Lane,,Kelowna,9,F3T 4G2,jmtppd8ajkvwwtvb@skdprojects.net,184-189-6390,false
8d58417c-e33d-420b-9d91-540c5aa6dc5d,48010,Connor,,Hall,1963-04-30,3,204,The Drive,,Toronto,10,X3G 0V8,jmtppd8ajkvwwtvb@skdprojects.net,838-249-4879,false
5c260cb6-8d0c-423e-83dd-8856053aa906,59020,Eve,,Taylor,1990-05-03,2,8821,North Street,K9OA,Chilliwack,10,E4X 0V1,jgn3ccgkexbjzdgn@skdprojects.net,707-716-3019,false
98f28450-0a27-4c6f-af69-28c2cfb91dc9,47001,Carter,,Mendoza,1948-02-17,1,6318,Stub Toe Lane,,Brandon,6,U5H 6S2,xzerusp4e8e8qxmg@skdprojects.net,895-772-8602,false
a474f968-8119-4000-b4d7-05b21fb369dd,59021,Rose,Mitchell,Foster,1965-12-17,2,9173,Yellowsnow Road,,Newmarket,10,J3Z 5P3,jmtppd8ajkvwwtvb@skdprojects.net,789-506-0924,false
a8c3d98b-c037-4a20-8ab3-8671d52eddfc,35002,Sonny,,Perry,1989-07-04,1,4507,Queen Street,,Spruce Grove,11,F5Z 0G9,xzerusp4e8e8qxmg@skdprojects.net,610-482-2450,false
c04c542d-a065-404b-a412-e4aeda77e062,35007,Holly,,Evans,2001-03-11,3,1292,Poopdeck Street,H,Victoria,3,J7C 3J0,xzerusp4e8e8qxmg@skdprojects.net,793-418-9072,false
b84e1db4-0d24-4789-a976-1f481aa1d300,35057,Ethan,,Sanchez,1954-07-03,1,5552,Grange Road,,Drummondville,5,T7Z 8P2,abatvrmdz1lsztzv@skdprojects.net,233-859-9265,false
510a3d7d-9bdf-4d3a-be3b-0723c768eb18,11004,Zoe,,Baker,1938-01-13,2,5860,This Street,,Charlottetown,6,C7M 9K7,xzerusp4e8e8qxmg@skdprojects.net,224-006-7708,false
0bca4b11-f054-4f34-8c12-f45e7b429fd0,35003,Michael,,Henderson,2000-03-02,1,5687,Dutch Oven Avenue,,Moose Jaw,12,T8Q 8O8,fa8xc3apih2eamj1@skdprojects.net,216-009-9442,false
a95cf46f-1c71-433c-a935-5ec51c6a1ba1,48012,Arabella,Rivera,Hamilton,1997-12-02,2,4768,Kings Road,8YEX,Campbell River,2,R3G 0A1,xzerusp4e8e8qxmg@skdprojects.net,262-106-4624,false
63d699ea-8c84-45fd-810c-423a58dc0364,46006,Ryan,,Wallace,1976-05-23,3,8821,The Drive,,Lakeshore,7,E2O 5K5,abatvrmdz1lsztzv@skdprojects.net,062-343-9096,false
3bd090f2-e396-49d3-8429-247fa8d1242e,59022,Aila,,Parker,1978-07-10,2,9932,Weiner Cutoff Road,,Newmarket,11,S6F 6V7,xzerusp4e8e8qxmg@skdprojects.net,310-615-2976,false
d7321d45-7728-40a9-ad47-d0353255b565,35028,Finlay,,Anderson,1935-11-01,1,873,Richmond Road,,Clarington,12,D1N 9B7,abatvrmdz1lsztzv@skdprojects.net,250-025-5390,false
e2a9be7a-6d3b-4be3-ac2f-ee3f9a79a65b,10002,Ruby,,Taylor,1999-03-07,2,8059,Highfield Road,MRIW,New Westminster,2,I6J 2H6,jmtppd8ajkvwwtvb@skdprojects.net,743-777-3993,false
279a0b46-0135-40e8-9591-da0e18a51b61,35017,Charlie,,Ramirez,1956-09-07,1,4070,Kitchen-Dick Road,,Boucherville,5,R9T 4L7,fa8xc3apih2eamj1@skdprojects.net,282-131-1430,false
58663b29-7cb0-4e93-8885-b697527b398a,24052,Emma,Young,Simpson,1927-06-24,3,9647,Chester Road,,Burlington,1,W9A 8E4,abatvrmdz1lsztzv@skdprojects.net,368-858-3530,false
b64dc648-309b-4a3e-92b2-2a57a68c4b12,46007,Innes,,Rivera,1992-08-17,1,8469,Main Street,,Calgary,1,G0N 4Z6,fa8xc3apih2eamj1@skdprojects.net,274-134-6894,false
ad05532c-c52a-4f68-9244-a8c314883c5a,24018,Hope,,Mitchell,1976-07-13,2,4600,The Other Street,"",West Vancouver,7,M2C 6S6,fa8xc3apih2eamj1@skdprojects.net,966-210-1225,false
a77573a0-7fc6-483f-84bd-672f6e97132d,59001,Frankie,,Williams,1975-06-05,1,3078,Dutch Oven Avenue,,Waterloo,7,Y7D 4X6,fa8xc3apih2eamj1@skdprojects.net,654-231-8195,false
5ec55652-d253-43b9-9cfc-78ba68a8bcf8,35045,Lexi,,Mitchell,1951-01-09,2,2872,The Grove,,Montreal,4,R5R 2Y6,abatvrmdz1lsztzv@skdprojects.net,864-089-5941,false
adbd4886-7ab0-4c41-9b94-59ef7636ed59,35065,Brody,,Reed,1927-07-25,3,5203,Chow Mein Lane,,Saint-Jerome,8,I9T 5V4,abatvrmdz1lsztzv@skdprojects.net,424-600-0345,false
c1334da1-b81f-44ea-8ae9-92bc2615c213,35072,Emma,Martinez,Miller,1986-01-29,2,8372,Victoria Road,7K3D,Ajax,1,S7A 0O9,xzerusp4e8e8qxmg@skdprojects.net,965-696-9959,false
bb14abaa-4180-4f6c-8387-1c971ab5893e,46012,Ellis,,Simmons,1991-11-15,1,9429,Richmond Road,,Dollard-des-Ormeaux,5,B2L 0T0,jmtppd8ajkvwwtvb@skdprojects.net,133-548-5542,false
75b9356f-4102-43f8-8bca-23f257e8edcc,24065,Esme,,Reyes,1970-11-17,2,7222,South Street,,Markham,7,K8I 6A5,fa8xc3apih2eamj1@skdprojects.net,192-742-2943,false
a16fa110-8f43-408a-9976-e6bdadc1f16d,13007,Adam,,Cole,1985-01-17,1,1628,The Avenue,,Sudbury,7,Y8F 7Q8,xzerusp4e8e8qxmg@skdprojects.net,958-003-5937,false
dfb1d219-b646-4acd-8b6f-febd5643aaa7,24005,Mila,,Reynolds,1947-09-14,3,9670,Springfield Road,FNI,Sault Ste. Marie,2,V3V 9J2,jgn3ccgkexbjzdgn@skdprojects.net,236-486-4223,false
e3aae5cc-5d4f-4b1d-bd01-230ed5a4f50e,59004,Max,,Williams,1988-12-07,1,529,Chicken Dinner Road ,,Dollard-des-Ormeaux,1,G8S 4E4,fa8xc3apih2eamj1@skdprojects.net,345-134-1944,false
d37fb2cd-d1b2-4b91-a310-016a1ac6cae7,48002,Rosa,McDonald,James,1926-01-30,2,9260,Church Lane,,Langford Station,3,V8T 7O1,xzerusp4e8e8qxmg@skdprojects.net,665-479-7851,false
3e10409d-741a-4a03-9fc4-12b3e0e0638a,35096,David,,Simmons,1939-02-07,1,2468,St. John Road,,Caledon,11,S5A 5R9,fa8xc3apih2eamj1@skdprojects.net,170-972-8816,false
078a8656-625a-4e55-9da7-78d623fa9ac6,12003,Sophie,,Morris,1954-07-05,2,7909,Church Lane,RAM,Terrebonne,6,H6F 8U8,jgn3ccgkexbjzdgn@skdprojects.net,976-870-1398,false
0d2a216d-2e2c-45b6-883f-12130f45e614,24063,Blake,,Wood,1998-07-15,3,8041,Richmond Road,,Timmins,10,W4F 4B8,jmtppd8ajkvwwtvb@skdprojects.net,057-940-5919,false
85199afe-f762-42b6-8bf8-a37b51803ac0,59029,Gracie,,Gibson,1991-11-17,2,5808,York Road,,Chatham,6,D9H 6S4,jgn3ccgkexbjzdgn@skdprojects.net,350-036-7518,false
d4c54d5a-d279-41c5-90ab-c459687cb07e,35073,Muhammad,,Ramirez,1994-03-07,1,5652,Chicken Dinner Road ,,Brossard,6,U7K 8Z3,xzerusp4e8e8qxmg@skdprojects.net,792-009-0280,false
c8a52209-f817-45f4-8c15-ff9ca9483a8d,48013,Mila,Garcia,Flores,1981-07-03,2,4750,Psycho Path,7CW,Trois-Rivieres,7,H6O 5A9,fa8xc3apih2eamj1@skdprojects.net,938-373-4166,false
faa93425-317b-4481-a60e-4ff618f036e8,35075,Callum,,Torres,1939-01-18,1,232,Stub Toe Lane,,Burlington,12,A2Y 1S9,jgn3ccgkexbjzdgn@skdprojects.net,771-984-5181,false
c806e1e2-f4ce-4a40-9517-1c1d50312cfb,35076,Eilidh,,Garcia,1982-09-13,3,2841,Stub Toe Lane,,Saint John,3,T2Z 6P8,fa8xc3apih2eamj1@skdprojects.net,133-964-1700,false
f5e06572-1b45-4783-960b-ade1fc9b00cf,24015,Riley,,Rodriguez,1991-10-03,1,4598,Ragged Ass Road,,Guelph,13,K2A 0W7,abatvrmdz1lsztzv@skdprojects.net,930-666-9449,false
ed051aa0-6e3a-4b24-83c7-a92216b9461c,35119,Indie,,Wallace,1947-05-03,2,8129,Tupac Lane,11P3,Markham,6,R8W 7N9,jmtppd8ajkvwwtvb@skdprojects.net,040-787-1355,false
31d4bd45-ec47-4183-bda4-98e797d2a9d4,13002,Lewis,,Sanchez,1997-02-16,1,3202,Queens Road,,Sherbrooke,3,X7R 0C4,jmtppd8ajkvwwtvb@skdprojects.net,003-910-6947,false
699715aa-d004-41d9-94fb-5c5687bd3a0c,24047,Myla,Myers,Gonzales,1924-09-18,2,7921,North Road,,Moose Jaw,6,O9B 3I8,jgn3ccgkexbjzdgn@skdprojects.net,525-228-6604,false
08c2b3d4-a9c9-4ef4-871e-6118ab8f8344,24017,Hamish,,Alvarez,1945-02-22,3,6526,Fresh Holes Road,,Ottawa,7,W4V 0T4,jgn3ccgkexbjzdgn@skdprojects.net,880-041-2303,false
e1c9807f-a10d-443a-bc5b-35c44c4e3a72,24036,Eden,,Vasquez,1957-04-25,2,2830,High Street,WKBG9,Woodstock,2,A0N 3C0,fa8xc3apih2eamj1@skdprojects.net,880-870-2846,false
c38481bb-02ec-4bf9-bb04-eb4740e3cc40,35114,Finn,,Perry,1955-05-29,1,5647,The Drive,,Kelowna,6,I0X 7N8,fa8xc3apih2eamj1@skdprojects.net,225-302-0385,false
2ca17652-d49b-4da1-9c25-f273ea52f4d8,59032,Eva,,Porter,1921-09-09,2,2567,Chow Mein Lane,,Mission,11,K4W 6T4,jgn3ccgkexbjzdgn@skdprojects.net,903-055-6004,false
ef6a29bb-3463-4bc8-b275-9e0f1d7439db,24068,Cole,,Mendoza,1986-11-01,1,7134,Booger Branch Road,,Moncton,13,F7E 4J0,jgn3ccgkexbjzdgn@skdprojects.net,884-756-3348,false
83290a87-1f01-4fe0-8b08-c53e271158a4,35053,Robyn,Vasquez,Kelly,1932-05-30,3,5318,Frying Pan Road,5WC,Abbotsford,9,Y9Z 7P7,fa8xc3apih2eamj1@skdprojects.net,564-930-3005,false
529b9108-d6f7-452e-9540-a052f6bc2430,35023,Logan,,Reed,1941-04-02,1,5624,Kitchen-Dick Road,,Quebec City,4,E7I 5P0,fa8xc3apih2eamj1@skdprojects.net,235-085-6405,false
656d63b7-e7f4-4116-9454-028e9b7bf0df,46006,Esme,,Anderson,1930-12-29,2,7976,School Lane,,North Vancouver,9,U8A 6H8,xzerusp4e8e8qxmg@skdprojects.net,878-966-2872,false
e33d30d4-b4cc-497f-9c2d-ed2a6cb6aec5,59019,William,,Flores,1923-04-21,1,3241,Kings Road,,Vaudreuil-Dorion,10,B5M 2A5,jgn3ccgkexbjzdgn@skdprojects.net,352-992-1085,false
17bf8717-e847-4921-9d09-f84640edaafc,59030,Georgia,,Young,1933-12-13,2,8809,The Avenue,V7DL,Aurora,6,R7A 3E5,xzerusp4e8e8qxmg@skdprojects.net,725-777-9243,false
b9cbe619-bf84-463b-bb6e-3b5487d90fbd,35060,Benjamin,,Hayes,1928-12-09,3,1525,North Road,,Pickering,13,B0T 9S6,xzerusp4e8e8qxmg@skdprojects.net,167-303-7723,false
3d24bf2f-d63b-440d-8c3c-44a6903a6df6,48030,Lexi,Kim,Webb,1964-07-15,2,3321,This Street,,Beloeil,13,M6N 6B7,jmtppd8ajkvwwtvb@skdprojects.net,457-459-2183,false
73247fb7-b64b-488f-9dbc-5c74bb2c983c,48007,Jude,,Wood,1955-02-23,1,8873,Avenue Road,,Kitchener,1,N0Y 7C7,xzerusp4e8e8qxmg@skdprojects.net,788-020-9771,false
fea72340-ba86-4cd0-a970-3aed1bf77cb1,48033,Quinn,,Price,1924-08-01,2,5230,Stanley Road,FQ,Abbotsford,13,B8I 5Z6,jmtppd8ajkvwwtvb@skdprojects.net,717-638-7889,false
d6ea5ac3-65d7-4edd-92d1-1b1d9ebcf853,35017,Elliot,,Miller,1953-06-16,1,6596,Anyhow Lane,,Saint-Hyacinthe,8,C8L 9J2,jmtppd8ajkvwwtvb@skdprojects.net,406-364-1383,false
96f79178-90af-4db7-8498-1fe60bdf67c8,46009,Alice,,Price,2001-09-03,3,3944,Evergreen Terrace,,Terrebonne,6,V8C 8N1,xzerusp4e8e8qxmg@skdprojects.net,198-295-4430,false
30facf6b-77f8-439a-94c1-4c49168e9eb1,35084,Noah,,Miller,1947-12-08,1,8518,Queensway,,Campbell River,1,F0N 9A7,xzerusp4e8e8qxmg@skdprojects.net,768-763-6502,false
48e2d71c-a2bc-49fe-85ff-d26eb81884d1,24060,Anna,Ramirez,Hernandez,1983-01-07,2,5608,Grove Road,PFDV,Langford Station,13,K5Z 9Y3,jgn3ccgkexbjzdgn@skdprojects.net,252-016-1925,false
0c90501a-ddb3-4a56-aff3-d7c1f5572807,48004,William,,Kelly,2001-06-26,1,9889,Anyhow Lane,,Richmond,11,Y0R 3E3,fa8xc3apih2eamj1@skdprojects.net,477-955-5812,false
72050d3c-3255-4c20-8a51-dbfe4b5ec7c4,35022,Hollie,,Kim,1955-03-29,2,3407,The Green,,St. John's,7,B5Q 1X2,jgn3ccgkexbjzdgn@skdprojects.net,305-682-1267,false
5b104365-6223-420a-bd81-7e424aeee8b8,24009,Cooper,,Simmons,1944-08-09,3,843,Manor Road,,Saint-Eustache,3,Z7I 2Y6,fa8xc3apih2eamj1@skdprojects.net,938-996-6003,false
4ed2476e-982b-4f5e-be4e-6da6e8640084,59032,Holly,,Gordon,1979-01-13,2,2165,Rascally Rabbit Road,TV553,Saint-Jerome,9,M2M 6C7,jgn3ccgkexbjzdgn@skdprojects.net,738-961-4296,false
871593e3-c85c-41a0-aad3-6386f52415b7,59042,Louis,,Miller,1950-04-29,1,2174,Road to Nowhere,,Rimouski,7,T6F 6U8,jgn3ccgkexbjzdgn@skdprojects.net,884-652-1189,false
6385b3fe-9ccc-4546-b9bf-6d49f765b648,35015,Emily,Edwards,Snyder,1928-06-30,2,2010,Kingsway,,Clarington,9,T8G 6D6,fa8xc3apih2eamj1@skdprojects.net,689-005-3084,false
5a8f348d-5ba3-462c-a92c-e85dc475569a,35045,Benjamin,,Sanchez,1990-08-15,1,3570,Hanky Panky Street,,Calgary,12,F3Y 7C8,xzerusp4e8e8qxmg@skdprojects.net,335-321-7587,false
1401a139-ed74-4f36-b9e1-eeb192851169,24037,Mia,,Hernandez,1933-01-14,3,4467,Booger Branch Road,7HZVT,Duncan,9,C7G 6M9,fa8xc3apih2eamj1@skdprojects.net,277-286-2097,false
c46e5f2a-5849-4411-9fb0-cd0e05dccdbd,12005,Daniel,,Ramirez,1944-04-19,1,8196,Alexander Road,,Markham,1,O0J 5E9,jgn3ccgkexbjzdgn@skdprojects.net,849-060-9973,false
149cfd49-be93-451e-8709-ec7d248654c9,35090,Sophia,,Gordon,1961-04-26,2,3866,Park Avenue,,Toronto,4,B5U 7I5,fa8xc3apih2eamj1@skdprojects.net,825-189-0959,false
efbcd6a3-9c26-4a4b-abe4-634800bb1c46,59033,Ruaridh,,Richardson,1952-08-17,1,2477,Chicken Dinner Road,,St. John's,8,V3Q 1O2,abatvrmdz1lsztzv@skdprojects.net,328-898-2168,false
48fc6b66-6e1b-4f2e-920b-d6305cd2b4fb,24047,Ivy,Taylor,Hill,1924-05-18,2,5604,Park Lane,"",Mirabel,11,Y2B 5E1,jgn3ccgkexbjzdgn@skdprojects.net,522-034-2900,false
462d9083-3107-427a-b1bb-1a4993dd390f,48016,Brodie,,Freeman,1943-10-20,3,4402,Manor Road,,Terrebonne,7,Q3Q 8B7,xzerusp4e8e8qxmg@skdprojects.net,313-123-6182,false
559103a5-7112-4e49-8ce2-87f3dd744945,24001,Eva,,Russell,1925-05-10,2,7359,Linger Longer Road,,Whitby,4,W4G 0B0,jmtppd8ajkvwwtvb@skdprojects.net,400-237-5319,false
b4c8885d-8559-4ed8-a5cf-05999380d310,59026,Elliot,,Carter,1971-08-16,1,7269,Green Lane,,Caledon,7,A1T 0Z8,jgn3ccgkexbjzdgn@skdprojects.net,698-539-2160,false
bcbb32f5-f129-4ee3-a9f9-a52838a79687,24027,Esme,,Scott,1937-08-07,2,8626,Evergreen Terrace,T,Vancouver,3,U0Q 3U3,jmtppd8ajkvwwtvb@skdprojects.net,034-847-2484,false
a1312bf9-0a31-4dd6-b001-0dbe472586dd,35059,Finley,,Nelson,2002-05-15,1,3894,Alexander Road,,Surrey,9,K3T 7E3,fa8xc3apih2eamj1@skdprojects.net,164-153-1459,false
58d9337d-434b-489b-8b79-df9d69fbd623,24015,Elizabeth,Ortiz,Scott,1962-08-29,3,6678,Chicken Dinner Road,,Sherbrooke,8,L3Q 1Q9,xzerusp4e8e8qxmg@skdprojects.net,316-213-0259,false
a1c7679f-aadd-4d49-9c71-6d53f1df9fed,35072,Finlay,,Hughes,1939-12-03,1,827,Chicken Dinner Road ,,Winnipeg,12,B4U 8I4,xzerusp4e8e8qxmg@skdprojects.net,546-778-8219,false
addfb92c-6775-419a-94b0-85e9047fed20,12008,Remi,,Parker,1957-05-03,2,9385,Broadway,MH,Penticton,1,T7A 9W6,xzerusp4e8e8qxmg@skdprojects.net,991-768-7897,false
cbe76b1b-7353-4871-8768-9a28570aa4cf,35035,Arran,,Hayes,1977-10-30,1,5550,Roast Meat Hill Road,,Gatineau,6,P9N 5Z1,abatvrmdz1lsztzv@skdprojects.net,331-579-4942,false
2972ca84-4b9e-41da-9b97-4d82dfe4b039,35098,Hannah,,Allen,1921-01-15,2,6546,Frying Pan Road,,Clarington,3,S4L 4K6,jmtppd8ajkvwwtvb@skdprojects.net,601-480-1224,false
2135986d-a322-41cc-8d2b-2c31eea5887a,35034,Roman,,Johnson,1947-02-08,3,9554,North Street,,Boucherville,8,A6F 0G1,abatvrmdz1lsztzv@skdprojects.net,895-874-9746,false
d9f9c339-b15b-45d7-aa6c-d2718bf3e62d,59008,Millie,Simpson,Reed,1975-09-28,2,468,Richmond Road,"",Regina,6,Z6K 9V2,xzerusp4e8e8qxmg@skdprojects.net,843-449-9791,false
be9c71ab-54a8-41f9-b0d4-bb2a977288ef,24045,Joseph,,Garcia,1937-12-25,1,9388,Buttertubs Drive,,Lethbridge,9,P7K 2D4,abatvrmdz1lsztzv@skdprojects.net,966-329-2155,false
e35fe093-9cb1-474d-84c0-4175958d0901,24071,Layla,,Jones,1942-12-30,2,6177,North Street,,Langford Station,11,N0I 5K1,fa8xc3apih2eamj1@skdprojects.net,779-325-2499,false
611c0d73-3d5f-4b04-8254-347e6ab749dd,24038,Teddy,,Robinson,1950-04-09,1,2093,Little Smokies Lane,,Lac-Brome,12,A3B 2D1,xzerusp4e8e8qxmg@skdprojects.net,069-805-4453,false
